CGDID	geneID	logFC	logCPM	PValue	FDR	protAlbicans	albGeneName	function	A19ID	GeneName
C1_00220W_A	B9J08_000384	0.03852801578001442	11.312413190471318	0.7958791142963355	1	C1_00220W_A-T-p1	C1_00220W_A	pH-responsive protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O13318]	orf19.6081	PHR2
C1_00230C_A	B9J08_000385	-0.11767862843289352	5.713517794419792	0.41389603267344316	1	C1_00230C_A-T-p1	C1_00230C_A	Bfa1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC67]	orf19.6080	BFA1
C1_00310W_A	B9J08_002588	0.20103998361562733	7.531214773838015	0.17961867205234308	1	C1_00310W_A-T-p1	C1_00310W_A	Protein PNS1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AB93]	orf19.6077	NA
C1_00320W_A	B9J08_002589	-0.10998831303684999	5.631782935206929	0.3780716707911063	1	C1_00320W_A-T-p1	C1_00320W_A	Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL;Acc:Q5AB94]	orf19.6076	NA
C1_00330C_A	B9J08_002590	-0.13998468084596247	5.783571948122766	0.2422702576968206	1	C1_00330C_A-T-p1	C1_00330C_A	NOT2_3_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC71]	orf19.6075	NA
C1_00340W_A	B9J08_004153	-0.2678047990593711	6.790614999485995	0.1032978022086163	0.9920734280724637	C1_00340W_A-T-p1	C1_00340W_A	Adenylate kinase isoenzyme 6 homolog HBR1 [Source:UniProtKB/Swiss-Prot;Acc:Q8TG40]	orf19.6074	HBR1
C1_00350C_A	B9J08_004152	-0.3017973591288209	6.27068343701631	0.02440215191118595	0.7093813021672005	C1_00350C_A-T-p1	C1_00350C_A	Hmx1p [Source:UniProtKB/TrEMBL;Acc:Q5AB97]	orf19.6073	HMX1
C1_00370W_A	B9J08_002175	0.048164825230230246	5.1700619144865225	0.7363474812505317	1	C1_00370W_A-T-p1	C1_00370W_A	(orf19.6072.1) Protein of unknown function	orf19.6072.1	NA
C1_00380C_A	B9J08_002174	0.04751658031574914	7.256845664975577	0.6697755522457491	1	C1_00380C_A-T-p1	C1_00380C_A	Ortholog(s) have peptide alpha-N-acetyltransferase activity and role in N-terminal peptidyl-methionine acetylation, cytoskeleton organization, mitochondrion inheritance, regulation of actin cytoskeleton organization	orf19.6071	NAA25
C1_00390W_A	B9J08_002173	-0.14299510466469603	4.284374410882801	0.5173185883996624	1	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00390W_A	B9J08_000969	0.02106086337155657	7.306904022221441	0.8566695495477529	1	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00400W_A	B9J08_000654	-0.1667403180976564	8.32202529064859	0.11512814516830015	0.9920734280724637	C1_00400W_A-T-p1	C1_00400W_A	Survival factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA2]	orf19.6068	SVF1
C1_00410C_A	B9J08_003167	-0.10401139298642531	7.63682837275366	0.33121708938588357	1	C1_00410C_A-T-p1	C1_00410C_A	Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC76]	orf19.6066	NA
C1_00420W_A	B9J08_003166	-0.031564389060543444	6.256082390325666	0.7891620576075371	1	C1_00420W_A-T-p1	C1_00420W_A	RNA polymerase II holoenzyme/mediator subunit, regulated by Mig1, Tup1, amphotericin B, caspofungin repressed, protein present in exponential and stationary growth phase yeast, Hap43-repressed, Spider biofilm repressed	orf19.6065	NA
C1_00430W_A	B9J08_003165	0.05262610257447039	5.52226659107645	0.6778386569688541	1	C1_00430W_A-T-p1	C1_00430W_A	Autophagy-related protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA6]	orf19.6064	NA
C1_00440W_A	B9J08_003168	0.055896390149550924	7.221863154055755	0.6646244658914169	1	C1_00440W_A-T-p1	C1_00440W_A	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC77]	orf19.6063	UBP6
C1_00450C_A	B9J08_003169	0.1360594929988943	8.05147879044709	0.201500435253302	1	C1_00450C_A-T-p1	C1_00450C_A	(orf19.6062.3) Mitochondrial protein, component of the mitochondrial inner membrane organizing system , role in maintenance of crista junctions and inner membrane architecture, Spider biofilm repressed	orf19.6062.3	NA
C1_00460W_A	B9J08_003170	0.013733381147360574	7.609810963527505	0.8969796167129518	1	C1_00460W_A-T-p1	C1_00460W_A	Putative TIM23 translocase complex subunit, membrane-localized, Hap43-repressed	orf19.6062	NA
C1_00470C_A	B9J08_003171	-0.07599304994141821	7.038408100962041	0.47077913639133523	1	C1_00470C_A-T-p1	C1_00470C_A	Lactamase_B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA9]	orf19.6061	NA
C1_00480C_A	B9J08_003172	-0.08933123574064787	7.365430981543703	0.35634205454461865	1	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00480C_A	B9J08_004446	0.16716337311136867	2.9537746187655882	0.6556456443653778	1	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00520W_A	B9J08_002172	0.022375663281927288	5.90640158542301	0.8707841204901693	1	C1_00520W_A-T-p1	C1_00520W_A	Phosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:Q5ABB4]	orf19.6056	NA
C1_00540C_A	B9J08_003233	-0.07558401427347888	6.580498280631779	0.504006830189689	1	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00540C_A	B9J08_003236	-0.39079022472169217	6.798292147027036	0.001068382222938191	0.15002335635784705	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00550W_A	B9J08_003232	0.14177433172838874	4.39957855892033	0.4736079769046327	1	C1_00550W_A-T-p1	C1_00550W_A	Gamma-glutamyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC84]	orf19.6053	CIS2
C1_00560W_A	B9J08_003234	-0.20762001208939915	6.737277344698691	0.07509083610541897	0.9787927182118988	C1_00560W_A-T-p1	C1_00560W_A	TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABB8]	orf19.6052	CNS1
C1_00570C_A	B9J08_003235	-0.14804730201301794	5.598699602508153	0.30666797282932123	1	C1_00570C_A-T-p1	C1_00570C_A	INCENP_ARK-bind domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC90]	orf19.6049	NA
C1_00580W_A	B9J08_003237	0.15142565533461638	3.980020635334535	0.43893791283982936	1	C1_00580W_A-T-p1	C1_00580W_A	Protein of unknown function, Spider biofilm induced	orf19.6048	NA
C1_00590W_A	B9J08_003238	-0.04386430753943922	11.030635340664606	0.6699462325430295	1	C1_00590W_A-T-p1	C1_00590W_A	Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:Q5ABC3]	orf19.6047	TUF1
C1_00600W_A	B9J08_003239	-0.11901468761107831	4.578063179117912	0.451103321948663	1	C1_00600W_A-T-p1	C1_00600W_A	Anaphase-promoting complex subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA6]	orf19.6046	APC1
C1_00610W_A	B9J08_003240	-0.12431754115649787	7.339464278935229	0.23406192761573874	1	C1_00610W_A-T-p1	C1_00610W_A	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC5]	orf19.6045	PSD1
C1_00620W_A	B9J08_003241	-0.008562752324746487	5.366031423399286	0.9531006401342044	1	C1_00620W_A-T-p1	C1_00620W_A	CBK1 kinase activator protein MOB2 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC6]	orf19.6044	MOB2
C1_00640C_A	B9J08_003242	-0.15091035140187017	7.71916665186987	0.2931640643077348	1	C1_00640C_A-T-p1	C1_00640C_A	DNA-directed RNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA4]	orf19.6041	RPO41
C1_00650C_A	B9J08_003243	0.055072018616146336	6.336676707241068	0.6443546640663238	1	C1_00650C_A-T-p1	C1_00650C_A	Vacuolar-sorting protein SNF7 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD0]	orf19.6040	SNF7
C1_00660C_A	B9J08_003244	0.04815891409038829	6.358066652034794	0.681638371898824	1	C1_00660C_A-T-p1	C1_00660C_A	t-SNARE coiled-coil homology domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD1]	orf19.6039	NA
C1_00670C_A	B9J08_000988	0.26042643315350206	4.264765538023951	0.2642545314757124	1	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00670C_A	B9J08_002170	-0.2161340038894115	6.252060798506614	0.10194737858373883	0.9920734280724637	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00680W_A	B9J08_000509	9.63604367280663e-4	5.430298845914314	1	1	C1_00680W_A-T-p1	C1_00680W_A	Metallophos domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD3]	orf19.6037	ASM3
C1_00690W_A	B9J08_003247	-0.07001760443238539	6.055396804538652	0.5916101717534754	1	C1_00690W_A-T-p1	C1_00690W_A	RIC1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB4]	orf19.6036	RIC1
C1_00700W_A	B9J08_003246	0.10113671070060713	8.43225025254079	0.38096334230468365	1	C1_00700W_A-T-p1	C1_00700W_A	Protein of unknown function, repressed by nitric oxide	orf19.6035	NA
C1_00710C_A	B9J08_003245	0.006818518580748978	9.27246666557535	0.9500437724484782	1	C1_00710C_A-T-p1	C1_00710C_A	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC97]	orf19.6034	TUB2
C1_00730C_A	B9J08_004950	0.05099317990688754	6.273372643854509	0.6682286595791089	1	C1_00730C_A-T-p1	C1_00730C_A	Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA8]	orf19.6033	CMP1
C1_00740C_A	B9J08_004949	-0.026354474748047824	9.328889036142002	0.813502092677174	1	C1_00740C_A-T-p1	C1_00740C_A	Ornithine decarboxylase [Source:UniProtKB/Swiss-Prot;Acc:P78599]	orf19.6032	SPE1
C1_00750C_A	B9J08_002968	-0.2514233157667262	5.066355742515273	0.1481090888907677	1	C1_00750C_A-T-p1	C1_00750C_A	Vacuolar protein sorting-associated protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD9]	orf19.6031	VPS27
C1_00750C_A	B9J08_004948	0.04130412459503179	6.045044776872221	0.7259315934210051	1	C1_00750C_A-T-p1	C1_00750C_A	Vacuolar protein sorting-associated protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD9]	orf19.6031	VPS27
C1_00770C_A	B9J08_004947	0.15814785209019863	7.828100386457835	0.35732305955037813	1	C1_00770C_A-T-p1	C1_00770C_A	Protein ROT1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABP8]	orf19.6029	ROT1
C1_00780C_A	B9J08_004946	-0.3358223058993339	5.1011810666191435	0.34250528097079164	1	C1_00780C_A-T-p1	C1_00780C_A	Hypha-specific G1 cyclin-related protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE2]	orf19.6028	HGC1
C1_00790W_A	B9J08_004945	-0.2143164992168072	5.698606551226846	0.09953712504297105	0.9826210249913878	C1_00790W_A-T-p1	C1_00790W_A	Ortholog of C. dubliniensis CD36 : Cd36_00740, C. parapsilosis CDC317 : CPAR2_110170, C. auris B8441 : B9J08_004945 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_133175	orf19.6027	NA
C1_00800C_A	B9J08_004943	-0.12183964999321731	7.299298190089148	0.44775325648521946	1	C1_00800C_A-T-p1	C1_00800C_A	C-8 sterol isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB9]	orf19.6026	ERG2
C1_00810W_A	B9J08_000678	-0.06500416119633758	5.974390965149108	0.5985158113535253	1	C1_00810W_A-T-p1	C1_00810W_A	UDP-N-acetylglucosamine transferase subunit ALG13 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE5]	orf19.6025	NA
C1_00820W_A	B9J08_004942	-0.16511324415112832	4.926417630930831	0.28754975017103623	1	C1_00820W_A-T-p1	C1_00820W_A	PCI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABE6]	orf19.6024	NA
C1_00830W_A	B9J08_004944	-0.2021403408125301	6.44691599875037	0.20289813187668487	1	C1_00830W_A-T-p1	C1_00830W_A	Protein with a predicted multidrug transporter domain, Hap43-repressed gene	orf19.6023	NA
C1_00840C_A	B9J08_004940	0.044054484729317625	5.006021516957586	0.8038665893367533	1	C1_00840C_A-T-p1	C1_00840C_A	Nrm1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB2]	orf19.6022	NRM1
C1_00860W_A	B9J08_004939	0.28460513146101396	4.371984532650046	0.27249780947103996	1	C1_00860W_A-T-p1	C1_00860W_A	Autophagy-related protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABQ7]	orf19.6020	NA
C1_00870W_A	B9J08_004938	0.0186100301153297	7.672320414032409	0.8834148480344743	1	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00870W_A	B9J08_004471	-0.045651914891431764	1.6677484445968909	0.8876299815120984	1	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00870W_A	B9J08_001284	0.23061928118552952	6.837694911518543	0.1321750105382256	1	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00880W_A	B9J08_004937	0.19804227743173558	4.0292088503570165	0.39048081021417186	1	C1_00880W_A-T-p1	C1_00880W_A	C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC7]	orf19.6017	NA
C1_00890W_A	B9J08_003430	0.03402500947338134	4.244121132121042	0.8457908167515801	1	C1_00890W_A-T-p1	C1_00890W_A	Mitochondrial Rho GTPase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABR2]	orf19.6016	GEM1
C1_00900W_A	B9J08_003429	-0.17097619517874155	6.618539384548038	0.32634017369928126	1	C1_00900W_A-T-p1	C1_00900W_A	Ribosome biogenesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC8]	orf19.6014	RRS1
C1_00910W_A	B9J08_003428	0.07763240481295221	5.470298894202931	0.6319744716790037	1	C1_00910W_A-T-p1	C1_00910W_A	SWIB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC6]	orf19.6013	NA
C1_00920W_A	B9J08_003427	-0.046427394331193333	6.009350564596135	0.6998903348926038	1	C1_00920W_A-T-p1	C1_00920W_A	Ortholog(s) have phosphatidylinositol-4,5-bisphosphate binding, phosphatidylserine binding activity and role in endocytosis, site selection	orf19.6012	NA
C1_00930C_A	B9J08_003426	0.0037828262749744603	8.595840125080697	0.9720875748964303	1	C1_00930C_A-T-p1	C1_00930C_A	HDAC_interact domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC3]	orf19.6011	SIN3
C1_00940W_A	B9J08_003425	0.229413581099	6.1589033884646405	0.05741059894877976	0.9015965247302128	C1_00940W_A-T-p1	C1_00940W_A	RNA_pol_L_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD0]	orf19.6010.1	RPB11
C1_00950C_A	B9J08_003424	-0.1615906361074146	6.626022788072093	0.19758178100517837	1	C1_00950C_A-T-p1	C1_00950C_A	Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:Q5ABG0]	orf19.6010	CDC5
C1_00960C_A	B9J08_005356	-0.03170041887874875	6.118597332707832	0.8238730710538472	1	C1_00960C_A-T-p1	C1_00960C_A	Histone-lysine N-methyltransferase, H3 lysine-4 specific [Source:UniProtKB/Swiss-Prot;Acc:Q5ABG1]	orf19.6009	SET1
C1_00980W_A	B9J08_005352	0.06038851236575266	7.062382299616186	0.5951785398460316	1	C1_00980W_A-T-p1	C1_00980W_A	(orf19.6008.4) Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit, mitochondrion localization	orf19.6008.4	NA
C1_00990C_A	B9J08_005353	-0.21560353818448066	7.2116874018968495	0.07507635247329938	0.9787927182118988	C1_00990C_A-T-p1	C1_00990C_A	Pro-apoptotic serine protease NMA111 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD2]	orf19.3288	NMA111
C1_01000C_A	B9J08_005354	0.2203415804060111	4.193957428325026	0.11695441082008609	0.9920734280724637	C1_01000C_A-T-p1	C1_01000C_A	Origin recognition complex subunit 6 [Source:UniProtKB/TrEMBL;Acc:Q5A945]	orf19.3289	NA
C1_01010W_A	B9J08_005355	0.014026908947975779	8.105694669180323	0.892640597929445	1	C1_01010W_A-T-p1	C1_01010W_A	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD3]	orf19.3290	NA
C1_01030W_A	B9J08_002973	0.1462523502712045	5.843638761607725	0.46813743736768326	1	C1_01030W_A-T-p1	C1_01030W_A	Protein-arginine omega-N methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A943]	orf19.3291	HMT1
C1_01030W_A	B9J08_003116	0.25287792791190317	5.533624833660273	0.03451563156069955	0.7838371498299679	C1_01030W_A-T-p1	C1_01030W_A	Protein-arginine omega-N methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A943]	orf19.3291	HMT1
C1_01040W_A	B9J08_002972	-0.056970591650577405	6.17552291804897	0.7267862350012189	1	C1_01040W_A-T-p1	C1_01040W_A	Peptide-methionine (R)-S-oxide reductase [Source:UniProtKB/TrEMBL;Acc:Q5A942]	orf19.3292	NA
C1_01050C_A	B9J08_002971	0.10429175094011957	7.997936436590267	0.3153184867814771	1	C1_01050C_A-T-p1	C1_01050C_A	S5A_REDUCTASE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD8]	orf19.3293	NA
C1_01060W_A	B9J08_002970	-0.287544246577363	9.457738709684463	0.096741931806273	0.9793483991792453	C1_01060W_A-T-p1	C1_01060W_A	Multiprotein-bridging factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A940]	orf19.3294	MBF1
C1_01070C_A	B9J08_001180	0.014227622160074845	1.8972161717134999	0.9999999999999994	1	C1_01070C_A-T-p1	C1_01070C_A	Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization	orf19.3295	NA
C1_01070C_A	B9J08_003398	0.3564702559432856	5.118170315626274	0.006369572174204362	0.3966046522848282	C1_01070C_A-T-p1	C1_01070C_A	Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization	orf19.3295	NA
C1_01080W_A	B9J08_003399	0.2601292190364337	4.7568267764599	0.14086443233554685	1	C1_01080W_A-T-p1	C1_01080W_A	Ortholog of C. dubliniensis CD36 : Cd36_01020, C. parapsilosis CDC317 : CPAR2_110130, C. auris B8441 : B9J08_003399 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_93515	orf19.3296	NA
C1_01090C_A	B9J08_003400	0.07126159888438933	7.632636839727045	0.5199093998606076	1	C1_01090C_A-T-p1	C1_01090C_A	Mitochondrial 37S ribosomal protein RSM27 [Source:UniProtKB/TrEMBL;Acc:Q5A937]	orf19.3297	NA
C1_01100W_A	B9J08_003401	0.2014663999056441	6.209506503863824	0.18719624565364598	1	C1_01100W_A-T-p1	C1_01100W_A	EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A936]	orf19.3298	CCH1
C1_01110C_A	B9J08_003402	-0.11478824103418692	7.890121739025031	0.519924331262294	1	C1_01110C_A-T-p1	C1_01110C_A	Zinc finger-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A934]	orf19.3300	ZPR1
C1_01130W_A	B9J08_003403	-0.05600814357372195	6.380776005479879	0.6168473009735657	1	C1_01130W_A-T-p1	C1_01130W_A	Ubiquitin-binding SDF ubiquitin ligase complex subunit [Source:UniProtKB/TrEMBL;Acc:Q5A933]	orf19.3301	NA
C1_01140C_A	B9J08_003291	-0.020933103169837573	5.840469923887535	0.9566963490058701	1	C1_01140C_A-T-p1	C1_01140C_A	CBM21 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A932]	orf19.3302	NA
C1_01140C_A	B9J08_003404	-0.01826627612021427	7.154966059624198	0.9217881866366675	1	C1_01140C_A-T-p1	C1_01140C_A	CBM21 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A932]	orf19.3302	NA
C1_01150C_A	B9J08_003405	-0.09133191200479057	4.326873078261537	0.7202979394121172	1	C1_01150C_A-T-p1	C1_01150C_A	tRNA wybutosine-synthesizing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q5A931]	orf19.3303	NA
C1_01160C_A	B9J08_003406	-0.016518823039614598	5.9418609677240255	0.9359960120723031	1	C1_01160C_A-T-p1	C1_01160C_A	Exosome non-catalytic core subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCE7]	orf19.3304	NA
C1_01170C_A	B9J08_003407	0.12715922912920366	5.731194723246701	0.3716777434278536	1	C1_01170C_A-T-p1	C1_01170C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCF5]	orf19.3305	ZCF17
C1_01190C_A	B9J08_002011	0.18051742566293974	5.041059079089305	0.3471684852307648	1	C1_01190C_A-T-p1	C1_01190C_A	N,N-dimethylaniline monooxygenase [Source:UniProtKB/TrEMBL;Acc:Q5A927]	orf19.3307	NA
C1_01200W_A	B9J08_003712	-0.2687677589007348	7.684089167289201	0.09278132565776256	0.9793483991792453	C1_01200W_A-T-p1	C1_01200W_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A926]	orf19.3308	STB5
C1_01220C_A	B9J08_002012	-0.32850469394013143	5.8483659575951865	0.08184955644056953	0.9787927182118988	C1_01220C_A-T-p1	C1_01220C_A	Protein of unknown function, Hap43-repressed, rat catheter and Spider biofilm induced	orf19.3310	NA
C1_01250W_A	B9J08_002884	-0.1485306535939639	1.337837736139734	0.6407923656786759	1	C1_01250W_A-T-p1	C1_01250W_A	Altered inheritance of mitochondria protein 9, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5A922]	orf19.3312	NA
