CGDID	geneID	logFC	logCPM	PValue	FDR	protAlbicans	albGeneName	function	A19ID	GeneName
C1_00420W_A	B9J08_003166	-0.24136509730062936	6.256082390325666	0.04037263314926672	0.2891655979657547	C1_00420W_A-T-p1	C1_00420W_A	RNA polymerase II holoenzyme/mediator subunit, regulated by Mig1, Tup1, amphotericin B, caspofungin repressed, protein present in exponential and stationary growth phase yeast, Hap43-repressed, Spider biofilm repressed	orf19.6065	NA
C1_00430W_A	B9J08_003165	-0.13771536360739509	5.52226659107645	0.29067578533355787	0.6767216363611975	C1_00430W_A-T-p1	C1_00430W_A	Autophagy-related protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA6]	orf19.6064	NA
C1_00440W_A	B9J08_003168	0.05300911904608723	7.221863154055755	0.6819456605070718	0.9088457049841877	C1_00440W_A-T-p1	C1_00440W_A	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC77]	orf19.6063	UBP6
C1_00450C_A	B9J08_003169	0.17922963535620776	8.05147879044709	0.09224206536116408	0.4136165216530853	C1_00450C_A-T-p1	C1_00450C_A	(orf19.6062.3) Mitochondrial protein, component of the mitochondrial inner membrane organizing system , role in maintenance of crista junctions and inner membrane architecture, Spider biofilm repressed	orf19.6062.3	NA
C1_00460W_A	B9J08_003170	0.08446729383279696	7.609810963527505	0.4165137552562346	0.7739232900598044	C1_00460W_A-T-p1	C1_00460W_A	Putative TIM23 translocase complex subunit, membrane-localized, Hap43-repressed	orf19.6062	NA
C1_00470C_A	B9J08_003171	0.032334902892417666	7.038408100962041	0.7632594920910084	0.9384078545340405	C1_00470C_A-T-p1	C1_00470C_A	Lactamase_B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA9]	orf19.6061	NA
C1_00480C_A	B9J08_003172	0.028724724638063307	7.365430981543703	0.7689258336963386	0.938607587819801	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00480C_A	B9J08_004446	-0.18629317947989305	2.9537746187655882	0.6161958226994465	0.8796203611354324	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00520W_A	B9J08_002172	0.05467809693154438	5.90640158542301	0.6783036880002402	0.9070869570931619	C1_00520W_A-T-p1	C1_00520W_A	Phosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:Q5ABB4]	orf19.6056	NA
C1_00540C_A	B9J08_003233	-0.10561634257698144	6.580498280631779	0.3530885786877069	0.7289948998173804	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00540C_A	B9J08_003236	-0.2735377717396446	6.798292147027036	0.02191390189561317	0.2234569017027603	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00550W_A	B9J08_003232	-0.32694505506776533	4.39957855892033	0.09454627647276242	0.41737226874907	C1_00550W_A-T-p1	C1_00550W_A	Gamma-glutamyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC84]	orf19.6053	CIS2
C1_00560W_A	B9J08_003234	0.022044895286925357	6.737277344698691	0.8518603281825644	0.9656950735462425	C1_00560W_A-T-p1	C1_00560W_A	TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABB8]	orf19.6052	CNS1
C1_00570C_A	B9J08_003235	-0.005869027538264511	5.598699602508153	0.9700657397613595	0.9946971511601479	C1_00570C_A-T-p1	C1_00570C_A	INCENP_ARK-bind domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC90]	orf19.6049	NA
C1_00580W_A	B9J08_003237	0.0894772623304243	3.980020635334535	0.6482999159986637	0.8934883935188677	C1_00580W_A-T-p1	C1_00580W_A	Protein of unknown function, Spider biofilm induced	orf19.6048	NA
C1_00590W_A	B9J08_003238	0.041358990587999925	11.030635340664606	0.687812590588606	0.9122532117685227	C1_00590W_A-T-p1	C1_00590W_A	Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:Q5ABC3]	orf19.6047	TUF1
C1_00600W_A	B9J08_003239	0.058942312306605994	4.578063179117912	0.7173817416955841	0.9248487493809222	C1_00600W_A-T-p1	C1_00600W_A	Anaphase-promoting complex subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA6]	orf19.6046	APC1
C1_00610W_A	B9J08_003240	0.062164194877661914	7.339464278935229	0.5530929981273551	0.8555123022844	C1_00610W_A-T-p1	C1_00610W_A	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC5]	orf19.6045	PSD1
C1_00620W_A	B9J08_003241	0.0037513287772780904	5.366031423399286	0.9817766228729805	0.9999395911682034	C1_00620W_A-T-p1	C1_00620W_A	CBK1 kinase activator protein MOB2 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC6]	orf19.6044	MOB2
C1_00640C_A	B9J08_003242	0.1863554494727267	7.71916665186987	0.1940773619296893	0.5766129194080302	C1_00640C_A-T-p1	C1_00640C_A	DNA-directed RNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA4]	orf19.6041	RPO41
C1_00650C_A	B9J08_003243	-0.07805210174555233	6.336676707241068	0.5076083877922273	0.8261496003651111	C1_00650C_A-T-p1	C1_00650C_A	Vacuolar-sorting protein SNF7 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD0]	orf19.6040	SNF7
C1_00660C_A	B9J08_003244	0.07701942365161496	6.358066652034794	0.5153406570152461	0.8300204484857692	C1_00660C_A-T-p1	C1_00660C_A	t-SNARE coiled-coil homology domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD1]	orf19.6039	NA
C1_00670C_A	B9J08_000988	0.12293631873525929	4.264765538023951	0.6058501453181063	0.8747065827737005	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00670C_A	B9J08_002170	-0.3761360828230922	6.252060798506614	0.004704599397328869	0.098833631433649	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00680W_A	B9J08_000509	0.0730988151354448	5.430298845914314	0.5250883078946421	0.8383084066460427	C1_00680W_A-T-p1	C1_00680W_A	Metallophos domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD3]	orf19.6037	ASM3
C1_00690W_A	B9J08_003247	-0.15871372471156675	6.055396804538652	0.2250179760104233	0.6099467554923198	C1_00690W_A-T-p1	C1_00690W_A	RIC1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB4]	orf19.6036	RIC1
C1_00700W_A	B9J08_003246	0.13600956462172556	8.43225025254079	0.23883932396064478	0.6252828851507506	C1_00700W_A-T-p1	C1_00700W_A	Protein of unknown function, repressed by nitric oxide	orf19.6035	NA
C1_00710C_A	B9J08_003245	0.02953773112381568	9.27246666557535	0.784049455998011	0.9438728576376062	C1_00710C_A-T-p1	C1_00710C_A	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC97]	orf19.6034	TUB2
C1_00730C_A	B9J08_004950	-0.2884678104327818	6.273372643854509	0.014230084480516289	0.17947195814595956	C1_00730C_A-T-p1	C1_00730C_A	Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA8]	orf19.6033	CMP1
C1_00740C_A	B9J08_004949	0.17889775874732217	9.328889036142002	0.10913681539642658	0.4449533840823288	C1_00740C_A-T-p1	C1_00740C_A	Ornithine decarboxylase [Source:UniProtKB/Swiss-Prot;Acc:P78599]	orf19.6032	SPE1
C1_00750C_A	B9J08_002968	-0.7210733284950909	5.066355742515273	3.631653632110733e-5	0.003954796689988341	C1_00750C_A-T-p1	C1_00750C_A	Vacuolar protein sorting-associated protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD9]	orf19.6031	VPS27
C1_00750C_A	B9J08_004948	-0.428470689326259	6.045044776872221	2.627034194224204e-4	0.016048284980685924	C1_00750C_A-T-p1	C1_00750C_A	Vacuolar protein sorting-associated protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD9]	orf19.6031	VPS27
C1_00770C_A	B9J08_004947	0.23131267504753533	7.828100386457835	0.1775679432506977	0.5556193401603842	C1_00770C_A-T-p1	C1_00770C_A	Protein ROT1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABP8]	orf19.6029	ROT1
C1_00780C_A	B9J08_004946	0.38575014955655185	5.1011810666191435	0.2740456318590839	0.6592457241798951	C1_00780C_A-T-p1	C1_00780C_A	Hypha-specific G1 cyclin-related protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE2]	orf19.6028	HGC1
C1_00790W_A	B9J08_004945	0.03068109978379591	5.698606551226846	0.8193839616265838	0.9550748770189351	C1_00790W_A-T-p1	C1_00790W_A	Ortholog of C. dubliniensis CD36 : Cd36_00740, C. parapsilosis CDC317 : CPAR2_110170, C. auris B8441 : B9J08_004945 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_133175	orf19.6027	NA
C1_00800C_A	B9J08_004943	0.06566274717110693	7.299298190089148	0.6843070555712409	0.910381975303929	C1_00800C_A-T-p1	C1_00800C_A	C-8 sterol isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB9]	orf19.6026	ERG2
C1_00810W_A	B9J08_000678	0.003316622666100305	5.974390965149108	0.9828697601546508	1	C1_00810W_A-T-p1	C1_00810W_A	UDP-N-acetylglucosamine transferase subunit ALG13 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE5]	orf19.6025	NA
C1_00820W_A	B9J08_004942	-0.29566068233110715	4.926417630930831	0.060958021590422136	0.3414923657788329	C1_00820W_A-T-p1	C1_00820W_A	PCI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABE6]	orf19.6024	NA
C1_00830W_A	B9J08_004944	-0.18586906073155157	6.44691599875037	0.24278217970793184	0.628571426939119	C1_00830W_A-T-p1	C1_00830W_A	Protein with a predicted multidrug transporter domain, Hap43-repressed gene	orf19.6023	NA
C1_00840C_A	B9J08_004940	0.22998114065409084	5.006021516957586	0.18884194315243688	0.5709354087009209	C1_00840C_A-T-p1	C1_00840C_A	Nrm1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB2]	orf19.6022	NRM1
C1_00860W_A	B9J08_004939	-0.45705784276735306	4.371984532650046	0.08184352524254787	0.39237830251054395	C1_00860W_A-T-p1	C1_00860W_A	Autophagy-related protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABQ7]	orf19.6020	NA
C1_00870W_A	B9J08_004938	-0.02682410130144833	7.672320414032409	0.8324864893690538	0.9586500551444282	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00870W_A	B9J08_004471	-0.07989052819302309	1.6677484445968909	0.8059460525046028	0.9521713857622541	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00870W_A	B9J08_001284	-0.10348230692018959	6.837694911518543	0.5019375157832148	0.8233441697569117	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00880W_A	B9J08_004937	0.030359103877229957	4.0292088503570165	0.9093481365940197	0.9820133959625325	C1_00880W_A-T-p1	C1_00880W_A	C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC7]	orf19.6017	NA
C1_00890W_A	B9J08_003430	0.021770788306564523	4.244121132121042	0.9086675091742392	0.9819055951708668	C1_00890W_A-T-p1	C1_00890W_A	Mitochondrial Rho GTPase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABR2]	orf19.6016	GEM1
C1_00900W_A	B9J08_003429	0.46519417243633615	6.618539384548038	0.007430120622784358	0.13128186636813685	C1_00900W_A-T-p1	C1_00900W_A	Ribosome biogenesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC8]	orf19.6014	RRS1
C1_00910W_A	B9J08_003428	0.14533075934637935	5.470298894202931	0.36942764849343973	0.7406711304426501	C1_00910W_A-T-p1	C1_00910W_A	SWIB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC6]	orf19.6013	NA
C1_00920W_A	B9J08_003427	-0.07888044008039487	6.009350564596135	0.5156627249381437	0.8302885637507347	C1_00920W_A-T-p1	C1_00920W_A	Ortholog(s) have phosphatidylinositol-4,5-bisphosphate binding, phosphatidylserine binding activity and role in endocytosis, site selection	orf19.6012	NA
C1_00930C_A	B9J08_003426	-0.03888751342623858	8.595840125080697	0.7138644830656408	0.9239455784096212	C1_00930C_A-T-p1	C1_00930C_A	HDAC_interact domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC3]	orf19.6011	SIN3
C1_00940W_A	B9J08_003425	0.40112120685010433	6.1589033884646405	8.660681903751013e-4	0.033980440175305444	C1_00940W_A-T-p1	C1_00940W_A	RNA_pol_L_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD0]	orf19.6010.1	RPB11
C1_00950C_A	B9J08_003424	-0.20046141537709314	6.626022788072093	0.11011465311623263	0.4461998013146212	C1_00950C_A-T-p1	C1_00950C_A	Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:Q5ABG0]	orf19.6010	CDC5
C1_00960C_A	B9J08_005356	-0.037276159609484556	6.118597332707832	0.7936425469724246	0.9491056737061967	C1_00960C_A-T-p1	C1_00960C_A	Histone-lysine N-methyltransferase, H3 lysine-4 specific [Source:UniProtKB/Swiss-Prot;Acc:Q5ABG1]	orf19.6009	SET1
C1_00980W_A	B9J08_005352	0.24044202138217496	7.062382299616186	0.033297596449216656	0.26638077159373325	C1_00980W_A-T-p1	C1_00980W_A	(orf19.6008.4) Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit, mitochondrion localization	orf19.6008.4	NA
C1_00990C_A	B9J08_005353	0.019231596074837515	7.2116874018968495	0.8757211402284099	0.971165577514621	C1_00990C_A-T-p1	C1_00990C_A	Pro-apoptotic serine protease NMA111 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD2]	orf19.3288	NMA111
C1_01000C_A	B9J08_005354	-0.24903164381850887	4.193957428325026	0.08282419898454192	0.39428396016236417	C1_01000C_A-T-p1	C1_01000C_A	Origin recognition complex subunit 6 [Source:UniProtKB/TrEMBL;Acc:Q5A945]	orf19.3289	NA
C1_01010W_A	B9J08_005355	0.13268388022693453	8.105694669180323	0.19740304204419715	0.5797345539101102	C1_01010W_A-T-p1	C1_01010W_A	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD3]	orf19.3290	NA
C1_01030W_A	B9J08_002973	0.5169563688399247	5.843638761607725	0.009648122055243123	0.1500902590359399	C1_01030W_A-T-p1	C1_01030W_A	Protein-arginine omega-N methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A943]	orf19.3291	HMT1
C1_01030W_A	B9J08_003116	0.35863171277806716	5.533624833660273	0.002648271584401718	0.06909007827376744	C1_01030W_A-T-p1	C1_01030W_A	Protein-arginine omega-N methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A943]	orf19.3291	HMT1
C1_01040W_A	B9J08_002972	-0.1500342883649102	6.17552291804897	0.353970557007276	0.7289948998173804	C1_01040W_A-T-p1	C1_01040W_A	Peptide-methionine (R)-S-oxide reductase [Source:UniProtKB/TrEMBL;Acc:Q5A942]	orf19.3292	NA
C1_01050C_A	B9J08_002971	0.08247221453198313	7.997936436590267	0.42788911126207374	0.7815446983059412	C1_01050C_A-T-p1	C1_01050C_A	S5A_REDUCTASE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD8]	orf19.3293	NA
C1_01060W_A	B9J08_002970	-0.17315389724660563	9.457738709684463	0.3169874310910999	0.6983038689609472	C1_01060W_A-T-p1	C1_01060W_A	Multiprotein-bridging factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A940]	orf19.3294	MBF1
C1_01070C_A	B9J08_001180	-0.010078046967029599	1.8972161717134999	0.9999999999999989	1	C1_01070C_A-T-p1	C1_01070C_A	Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization	orf19.3295	NA
C1_01070C_A	B9J08_003398	0.2678204643378816	5.118170315626274	0.0428027624835989	0.29583324983967096	C1_01070C_A-T-p1	C1_01070C_A	Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization	orf19.3295	NA
C1_01080W_A	B9J08_003399	0.2925660307878127	4.7568267764599	0.09676871162426146	0.4204939023222786	C1_01080W_A-T-p1	C1_01080W_A	Ortholog of C. dubliniensis CD36 : Cd36_01020, C. parapsilosis CDC317 : CPAR2_110130, C. auris B8441 : B9J08_003399 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_93515	orf19.3296	NA
C1_01090C_A	B9J08_003400	0.11997266133311468	7.632636839727045	0.27680829163660026	0.6607340061301701	C1_01090C_A-T-p1	C1_01090C_A	Mitochondrial 37S ribosomal protein RSM27 [Source:UniProtKB/TrEMBL;Acc:Q5A937]	orf19.3297	NA
C1_01100W_A	B9J08_003401	-0.06322702526533143	6.209506503863824	0.6800574595579407	0.90823362820021	C1_01100W_A-T-p1	C1_01100W_A	EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A936]	orf19.3298	CCH1
C1_01110C_A	B9J08_003402	0.2191369430597967	7.890121739025031	0.21848576736826414	0.6034368813028248	C1_01110C_A-T-p1	C1_01110C_A	Zinc finger-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A934]	orf19.3300	ZPR1
C1_01130W_A	B9J08_003403	-0.06788090183976822	6.380776005479879	0.5463362217330114	0.8523375736244316	C1_01130W_A-T-p1	C1_01130W_A	Ubiquitin-binding SDF ubiquitin ligase complex subunit [Source:UniProtKB/TrEMBL;Acc:Q5A933]	orf19.3301	NA
C1_01140C_A	B9J08_003291	0.024882742048852182	5.840469923887535	0.9492161649997924	0.9909902339509482	C1_01140C_A-T-p1	C1_01140C_A	CBM21 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A932]	orf19.3302	NA
C1_01140C_A	B9J08_003404	-0.6140909856523048	7.154966059624198	7.775028398010605e-4	0.03241214963420671	C1_01140C_A-T-p1	C1_01140C_A	CBM21 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A932]	orf19.3302	NA
C1_01150C_A	B9J08_003405	0.07864755232347864	4.326873078261537	0.759632999029146	0.9384078545340405	C1_01150C_A-T-p1	C1_01150C_A	tRNA wybutosine-synthesizing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q5A931]	orf19.3303	NA
C1_01160C_A	B9J08_003406	0.08215231300983275	5.9418609677240255	0.6694600342975331	0.9047182404159663	C1_01160C_A-T-p1	C1_01160C_A	Exosome non-catalytic core subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCE7]	orf19.3304	NA
C1_01170C_A	B9J08_003407	0.05022285115123691	5.731194723246701	0.7255349266475073	0.9279422726985935	C1_01170C_A-T-p1	C1_01170C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCF5]	orf19.3305	ZCF17
