CGDID	geneID	logFC	logCPM	PValue	FDR	protAlbicans	albGeneName	function	A19ID	GeneName
C1_00220W_A	B9J08_000384	0.2642051855882246	11.312413190471318	0.07604194804810128	0.394210851545924	C1_00220W_A-T-p1	C1_00220W_A	pH-responsive protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O13318]	orf19.6081	PHR2
C1_00310W_A	B9J08_002588	0.22560675904965327	7.531214773838015	0.13229587514842012	0.5069982688722946	C1_00310W_A-T-p1	C1_00310W_A	Protein PNS1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AB93]	orf19.6077	NA
C1_00320W_A	B9J08_002589	-0.19309340318820176	5.631782935206929	0.12340670485716146	0.4885001313930368	C1_00320W_A-T-p1	C1_00320W_A	Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL;Acc:Q5AB94]	orf19.6076	NA
C1_00330C_A	B9J08_002590	-0.08758005125096423	5.783571948122766	0.4704389329781422	0.8248550686592849	C1_00330C_A-T-p1	C1_00330C_A	NOT2_3_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC71]	orf19.6075	NA
C1_00340W_A	B9J08_004153	-0.09037226497654878	6.790614999485995	0.5832242029550977	0.8795146609864022	C1_00340W_A-T-p1	C1_00340W_A	Adenylate kinase isoenzyme 6 homolog HBR1 [Source:UniProtKB/Swiss-Prot;Acc:Q8TG40]	orf19.6074	HBR1
C1_00350C_A	B9J08_004152	0.027729414520576787	6.27068343701631	0.8368201724024746	0.968949940537422	C1_00350C_A-T-p1	C1_00350C_A	Hmx1p [Source:UniProtKB/TrEMBL;Acc:Q5AB97]	orf19.6073	HMX1
C1_00390W_A	B9J08_002173	-0.7055107971680639	4.284374410882801	0.0014138722857418738	0.05162090491144779	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00390W_A	B9J08_000969	0.20935792669191475	7.306904022221441	0.0690073572698984	0.37643882078704044	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00400W_A	B9J08_000654	-0.1659189754525585	8.32202529064859	0.11740992412848449	0.47970854146216946	C1_00400W_A-T-p1	C1_00400W_A	Survival factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA2]	orf19.6068	SVF1
C1_00410C_A	B9J08_003167	-0.1436025254432954	7.63682837275366	0.18053173699550915	0.5706856330616332	C1_00410C_A-T-p1	C1_00410C_A	Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC76]	orf19.6066	NA
C1_00420W_A	B9J08_003166	-0.16472272882876657	6.256082390325666	0.16178087024114587	0.5436470311115854	C1_00420W_A-T-p1	C1_00420W_A	RNA polymerase II holoenzyme/mediator subunit, regulated by Mig1, Tup1, amphotericin B, caspofungin repressed, protein present in exponential and stationary growth phase yeast, Hap43-repressed, Spider biofilm repressed	orf19.6065	NA
C1_00430W_A	B9J08_003165	-0.16146040249454696	5.52226659107645	0.216309791216211	0.6165753450479177	C1_00430W_A-T-p1	C1_00430W_A	Autophagy-related protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA6]	orf19.6064	NA
C1_00440W_A	B9J08_003168	0.015358359924335046	7.221863154055755	0.9069800570506663	0.9850693231065246	C1_00440W_A-T-p1	C1_00440W_A	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC77]	orf19.6063	UBP6
C1_00450C_A	B9J08_003169	0.19306901641540977	8.05147879044709	0.06985473709456781	0.37919112628343216	C1_00450C_A-T-p1	C1_00450C_A	(orf19.6062.3) Mitochondrial protein, component of the mitochondrial inner membrane organizing system , role in maintenance of crista junctions and inner membrane architecture, Spider biofilm repressed	orf19.6062.3	NA
C1_00460W_A	B9J08_003170	0.050311441013243585	7.609810963527505	0.6305996908743715	0.9011462106335422	C1_00460W_A-T-p1	C1_00460W_A	Putative TIM23 translocase complex subunit, membrane-localized, Hap43-repressed	orf19.6062	NA
C1_00470C_A	B9J08_003171	-0.02012668252974425	7.038408100962041	0.848157652733225	0.9701541768455496	C1_00470C_A-T-p1	C1_00470C_A	Lactamase_B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA9]	orf19.6061	NA
C1_00480C_A	B9J08_004446	0.13592824647203036	2.9537746187655882	0.7306127063065289	0.9332962230118217	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00480C_A	B9J08_003172	-0.01853144744259091	7.365430981543703	0.849863430879859	0.970414008032925	C1_00480C_A-T-p1	C1_00480C_A	Putative AAA family ATPase [Source:UniProtKB/TrEMBL;Acc:Q5ABB0]	orf19.6060	GCN20
C1_00520W_A	B9J08_002172	0.016971537375135848	5.90640158542301	0.9035178214264376	0.9843233518592481	C1_00520W_A-T-p1	C1_00520W_A	Phosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:Q5ABB4]	orf19.6056	NA
C1_00540C_A	B9J08_003233	0.045423139974729666	6.580498280631779	0.697703131923704	0.9278848503690474	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00540C_A	B9J08_003236	-0.31496677538913626	6.798292147027036	0.008424302209418203	0.14047523934204853	C1_00540C_A-T-p1	C1_00540C_A	Protein with a Bul1 domain, binds the ubiquitin ligase Rsp5 and is involved in intracellular trafficking of a general amino acid permease Gap1, repressed in an azole-resistant strain overexpressing MDR1, Spider biofilm induced	orf19.6054	NA
C1_00550W_A	B9J08_003232	0.23109392360262343	4.39957855892033	0.2352066407703295	0.6332800858061367	C1_00550W_A-T-p1	C1_00550W_A	Gamma-glutamyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC84]	orf19.6053	CIS2
C1_00560W_A	B9J08_003234	-0.023521312500254597	6.737277344698691	0.8429074835459368	0.968949940537422	C1_00560W_A-T-p1	C1_00560W_A	TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABB8]	orf19.6052	CNS1
C1_00570C_A	B9J08_003235	-0.08418665490029559	5.598699602508153	0.5634506939844669	0.8698043778886335	C1_00570C_A-T-p1	C1_00570C_A	INCENP_ARK-bind domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC90]	orf19.6049	NA
C1_00580W_A	B9J08_003237	0.27600525032993306	3.980020635334535	0.14767393551468158	0.5270329763473508	C1_00580W_A-T-p1	C1_00580W_A	Protein of unknown function, Spider biofilm induced	orf19.6048	NA
C1_00590W_A	B9J08_003238	0.020832476709793078	11.030635340664606	0.8397410496500421	0.968949940537422	C1_00590W_A-T-p1	C1_00590W_A	Elongation factor Tu [Source:UniProtKB/TrEMBL;Acc:Q5ABC3]	orf19.6047	TUF1
C1_00600W_A	B9J08_003239	0.021315944786921438	4.578063179117912	0.8986379066618986	0.9840447097121208	C1_00600W_A-T-p1	C1_00600W_A	Anaphase-promoting complex subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA6]	orf19.6046	APC1
C1_00610W_A	B9J08_003240	-0.04965171549968112	7.339464278935229	0.6360312601379995	0.902410894038974	C1_00610W_A-T-p1	C1_00610W_A	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC5]	orf19.6045	PSD1
C1_00620W_A	B9J08_003241	-0.03926413963324095	5.366031423399286	0.7596175807681969	0.9453814817990793	C1_00620W_A-T-p1	C1_00620W_A	CBK1 kinase activator protein MOB2 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABC6]	orf19.6044	MOB2
C1_00640C_A	B9J08_003242	0.10631772319804898	7.71916665186987	0.4593944022267255	0.8203910743915018	C1_00640C_A-T-p1	C1_00640C_A	DNA-directed RNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA4]	orf19.6041	RPO41
C1_00650C_A	B9J08_003243	0.023883505459609183	6.336676707241068	0.8436173664979726	0.968949940537422	C1_00650C_A-T-p1	C1_00650C_A	Vacuolar-sorting protein SNF7 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD0]	orf19.6040	SNF7
C1_00660C_A	B9J08_003244	5.181926646608429e-4	6.358066652034794	0.9969331987779069	1	C1_00660C_A-T-p1	C1_00660C_A	t-SNARE coiled-coil homology domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD1]	orf19.6039	NA
C1_00670C_A	B9J08_000988	0.3047973080384146	4.264765538023951	0.19565806489657017	0.5876701323943104	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00670C_A	B9J08_002170	-0.0918926885584425	6.252060798506614	0.4874320538860801	0.8322715388000833	C1_00670C_A-T-p1	C1_00670C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2]	orf19.6038	UGA32
C1_00680W_A	B9J08_000509	0.14978944606972136	5.430298845914314	0.18958722714475856	0.581026623622473	C1_00680W_A-T-p1	C1_00680W_A	Metallophos domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD3]	orf19.6037	ASM3
C1_00690W_A	B9J08_003247	-0.10902198466450094	6.055396804538652	0.4057672843824177	0.7864781073245845	C1_00690W_A-T-p1	C1_00690W_A	RIC1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB4]	orf19.6036	RIC1
C1_00700W_A	B9J08_003246	0.08427658951604025	8.43225025254079	0.46548859561734224	0.8238815555170316	C1_00700W_A-T-p1	C1_00700W_A	Protein of unknown function, repressed by nitric oxide	orf19.6035	NA
C1_00710C_A	B9J08_003245	0.06605191233128832	9.27246666557535	0.5394124926818615	0.8618975485848493	C1_00710C_A-T-p1	C1_00710C_A	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC97]	orf19.6034	TUB2
C1_00730C_A	B9J08_004950	-0.08148791623235442	6.273372643854509	0.48826147679453713	0.8322715388000833	C1_00730C_A-T-p1	C1_00730C_A	Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCA8]	orf19.6033	CMP1
C1_00740C_A	B9J08_004949	0.1596954687877228	9.328889036142002	0.15277549245223337	0.5323647921052709	C1_00740C_A-T-p1	C1_00740C_A	Ornithine decarboxylase [Source:UniProtKB/Swiss-Prot;Acc:P78599]	orf19.6032	SPE1
C1_00750C_A	B9J08_004948	-0.1627627665222824	6.045044776872221	0.16462869289536847	0.5466150602795058	C1_00750C_A-T-p1	C1_00750C_A	Vacuolar protein sorting-associated protein 27 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABD9]	orf19.6031	VPS27
C1_00770C_A	B9J08_004947	0.5028030695623388	7.828100386457835	0.003406939654309964	0.0878233333111013	C1_00770C_A-T-p1	C1_00770C_A	Protein ROT1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABP8]	orf19.6029	ROT1
C1_00780C_A	B9J08_004946	0.5168906019677372	5.1011810666191435	0.14280724759225255	0.5237144773099124	C1_00780C_A-T-p1	C1_00780C_A	Hypha-specific G1 cyclin-related protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE2]	orf19.6028	HGC1
C1_00800C_A	B9J08_004943	0.13602394821937114	7.299298190089148	0.39838172160751883	0.7828507988243242	C1_00800C_A-T-p1	C1_00800C_A	C-8 sterol isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB9]	orf19.6026	ERG2
C1_00810W_A	B9J08_000678	-0.050711726877801136	5.974390965149108	0.6867199204852403	0.9253377514417279	C1_00810W_A-T-p1	C1_00810W_A	UDP-N-acetylglucosamine transferase subunit ALG13 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABE5]	orf19.6025	NA
C1_00820W_A	B9J08_004942	-0.2234720187320786	4.926417630930831	0.15470676543564627	0.5341184593513669	C1_00820W_A-T-p1	C1_00820W_A	PCI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABE6]	orf19.6024	NA
C1_00830W_A	B9J08_004944	-0.03207556901829301	6.44691599875037	0.8419747582405349	0.968949940537422	C1_00830W_A-T-p1	C1_00830W_A	Protein with a predicted multidrug transporter domain, Hap43-repressed gene	orf19.6023	NA
C1_00860W_A	B9J08_004939	-0.38077425578516394	4.371984532650046	0.15073223577258238	0.5312465059990089	C1_00860W_A-T-p1	C1_00860W_A	Autophagy-related protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABQ7]	orf19.6020	NA
C1_00870W_A	B9J08_004938	-0.03369588490125925	7.672320414032409	0.7906327761298325	0.9540516719648997	C1_00870W_A-T-p1	C1_00870W_A	Phospholipid:diacylglycerol acyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCB0]	orf19.6018	LRO1
C1_00880W_A	B9J08_004937	0.24131999254593398	4.0292088503570165	0.2917789741940437	0.6943133016296836	C1_00880W_A-T-p1	C1_00880W_A	C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC7]	orf19.6017	NA
C1_00890W_A	B9J08_003430	-0.18634724161305746	4.244121132121042	0.2644818749852433	0.6675138605887416	C1_00890W_A-T-p1	C1_00890W_A	Mitochondrial Rho GTPase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABR2]	orf19.6016	GEM1
C1_00900W_A	B9J08_003429	0.19741315538636126	6.618539384548038	0.2571954059333127	0.6613950294265815	C1_00900W_A-T-p1	C1_00900W_A	Ribosome biogenesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC8]	orf19.6014	RRS1
C1_00910W_A	B9J08_003428	0.17110575031685446	5.470298894202931	0.29217565687194025	0.6944540334381617	C1_00910W_A-T-p1	C1_00910W_A	SWIB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC6]	orf19.6013	NA
C1_00920W_A	B9J08_003427	-0.02896442491051966	6.009350564596135	0.8079861031094595	0.958304922469899	C1_00920W_A-T-p1	C1_00920W_A	Ortholog(s) have phosphatidylinositol-4,5-bisphosphate binding, phosphatidylserine binding activity and role in endocytosis, site selection	orf19.6012	NA
C1_00930C_A	B9J08_003426	-0.016107202174403732	8.595840125080697	0.8799803003987137	0.981311365293111	C1_00930C_A-T-p1	C1_00930C_A	HDAC_interact domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCC3]	orf19.6011	SIN3
C1_00940W_A	B9J08_003425	0.36042519963686065	6.1589033884646405	0.0028295967908183862	0.0770343289581985	C1_00940W_A-T-p1	C1_00940W_A	RNA_pol_L_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD0]	orf19.6010.1	RPB11
C1_00950C_A	B9J08_003424	-0.09342036417690483	6.626022788072093	0.4578852029385565	0.8196160492721025	C1_00950C_A-T-p1	C1_00950C_A	Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:Q5ABG0]	orf19.6010	CDC5
C1_00960C_A	B9J08_005356	0.08666886214790132	6.118597332707832	0.5284207814892238	0.8567049063319369	C1_00960C_A-T-p1	C1_00960C_A	Histone-lysine N-methyltransferase, H3 lysine-4 specific [Source:UniProtKB/Swiss-Prot;Acc:Q5ABG1]	orf19.6009	SET1
C1_00980W_A	B9J08_005352	0.15808117209129377	7.062382299616186	0.16306521774000807	0.545540986486626	C1_00980W_A-T-p1	C1_00980W_A	(orf19.6008.4) Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit, mitochondrion localization	orf19.6008.4	NA
C1_00990C_A	B9J08_005353	-0.05628426362459592	7.2116874018968495	0.6421899156706925	0.9031959383286282	C1_00990C_A-T-p1	C1_00990C_A	Pro-apoptotic serine protease NMA111 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD2]	orf19.3288	NMA111
C1_01000C_A	B9J08_005354	0.01660382150414339	4.193957428325026	0.9213724661968342	0.9894091640865913	C1_01000C_A-T-p1	C1_01000C_A	Origin recognition complex subunit 6 [Source:UniProtKB/TrEMBL;Acc:Q5A945]	orf19.3289	NA
C1_01010W_A	B9J08_005355	0.09945960597205908	8.105694669180323	0.3344642756060315	0.7313983744319555	C1_01010W_A-T-p1	C1_01010W_A	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD3]	orf19.3290	NA
C1_01030W_A	B9J08_002973	0.5107413079488893	5.843638761607725	0.010630335690351473	0.1558337122080095	C1_01030W_A-T-p1	C1_01030W_A	Protein-arginine omega-N methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A943]	orf19.3291	HMT1
C1_01040W_A	B9J08_002972	-0.18829412296656575	6.17552291804897	0.2441914871644325	0.6443328745613746	C1_01040W_A-T-p1	C1_01040W_A	Peptide-methionine (R)-S-oxide reductase [Source:UniProtKB/TrEMBL;Acc:Q5A942]	orf19.3292	NA
C1_01050C_A	B9J08_002971	0.1077895552626758	7.997936436590267	0.2998086924835419	0.697928768387882	C1_01050C_A-T-p1	C1_01050C_A	S5A_REDUCTASE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCD8]	orf19.3293	NA
C1_01060W_A	B9J08_002970	-0.48526763685804997	9.457738709684463	0.005139534106629045	0.1101387710561148	C1_01060W_A-T-p1	C1_01060W_A	Multiprotein-bridging factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A940]	orf19.3294	MBF1
C1_01070C_A	B9J08_003398	0.3273387785683068	5.118170315626274	0.012839378081739662	0.1747727587861297	C1_01070C_A-T-p1	C1_01070C_A	Has domain(s) with predicted role in cell division, chromosome segregation and MIS12/MIND type complex localization	orf19.3295	NA
C1_01080W_A	B9J08_003399	0.3575991182440955	4.7568267764599	0.04344771980796153	0.2952943057616423	C1_01080W_A-T-p1	C1_01080W_A	Ortholog of C. dubliniensis CD36 : Cd36_01020, C. parapsilosis CDC317 : CPAR2_110130, C. auris B8441 : B9J08_003399 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_93515	orf19.3296	NA
C1_01090C_A	B9J08_003400	0.05090711654372094	7.632636839727045	0.6463020927793628	0.9058754838641134	C1_01090C_A-T-p1	C1_01090C_A	Mitochondrial 37S ribosomal protein RSM27 [Source:UniProtKB/TrEMBL;Acc:Q5A937]	orf19.3297	NA
C1_01100W_A	B9J08_003401	0.2368532094838865	6.209506503863824	0.12103610557993863	0.48669831151058973	C1_01100W_A-T-p1	C1_01100W_A	EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A936]	orf19.3298	CCH1
C1_01110C_A	B9J08_003402	-0.013008433217245237	7.890121739025031	0.9427774723481733	0.9932202551727253	C1_01110C_A-T-p1	C1_01110C_A	Zinc finger-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A934]	orf19.3300	ZPR1
C1_01130W_A	B9J08_003403	-0.017941138752394434	6.380776005479879	0.8740331760879895	0.9799152916398723	C1_01130W_A-T-p1	C1_01130W_A	Ubiquitin-binding SDF ubiquitin ligase complex subunit [Source:UniProtKB/TrEMBL;Acc:Q5A933]	orf19.3301	NA
C1_01140C_A	B9J08_003404	-0.6093407841722005	7.154966059624198	8.633660914562873e-4	0.040438911719391846	C1_01140C_A-T-p1	C1_01140C_A	CBM21 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A932]	orf19.3302	NA
C1_01150C_A	B9J08_003405	-0.17953747045158877	4.326873078261537	0.48231494617124715	0.8302211133508084	C1_01150C_A-T-p1	C1_01150C_A	tRNA wybutosine-synthesizing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q5A931]	orf19.3303	NA
C1_01160C_A	B9J08_003406	0.03670001722093588	5.9418609677240255	0.8505862371691553	0.9706433194043226	C1_01160C_A-T-p1	C1_01160C_A	Exosome non-catalytic core subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCE7]	orf19.3304	NA
C1_01170C_A	B9J08_003407	0.09346072116305788	5.731194723246701	0.5106312279385677	0.8446150751023551	C1_01170C_A-T-p1	C1_01170C_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCF5]	orf19.3305	ZCF17
C1_01190C_A	B9J08_002011	0.05367338594776239	5.041059079089305	0.784840683951933	0.9510753045628149	C1_01190C_A-T-p1	C1_01190C_A	N,N-dimethylaniline monooxygenase [Source:UniProtKB/TrEMBL;Acc:Q5A927]	orf19.3307	NA
C1_01200W_A	B9J08_001539	-0.22325448005944698	3.347643953422433	0.22437312965734527	0.6245951850744835	C1_01200W_A-T-p1	C1_01200W_A	Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A926]	orf19.3308	STB5
C1_01220C_A	B9J08_002012	-0.5988526667991695	5.8483659575951865	0.0015927628317673938	0.05451398599653216	C1_01220C_A-T-p1	C1_01220C_A	Protein of unknown function, Hap43-repressed, rat catheter and Spider biofilm induced	orf19.3310	NA
C1_01250W_A	B9J08_002013	0.07025959164745767	7.766656476270072	0.4882609063508767	0.8322715388000833	C1_01250W_A-T-p1	C1_01250W_A	Altered inheritance of mitochondria protein 9, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5A922]	orf19.3312	NA
C1_01260C_A	B9J08_002014	-0.060002150121163667	6.075270516858744	0.6657991083062744	0.9151247765259001	C1_01260C_A-T-p1	C1_01260C_A	TRAPP subunit [Source:UniProtKB/TrEMBL;Acc:Q5A920]	orf19.3314	TRS20
C1_01270W_A	B9J08_002015	-0.03747018393588	6.211222147994649	0.7713832001242813	0.9479250642194593	C1_01270W_A-T-p1	C1_01270W_A	Cta9p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCF2]	orf19.3315	CTA9
C1_01280C_A	B9J08_002016	-0.015008719865008442	4.3874614544172	0.9358766743900588	0.9912204623265931	C1_01280C_A-T-p1	C1_01280C_A	Mediator of RNA polymerase II transcription subunit 22 [Source:UniProtKB/Swiss-Prot;Acc:Q5A917]	orf19.3317	MED22
C1_01290C_A	B9J08_002017	0.20936559549660616	5.358219723934934	0.14167326237461456	0.5225265199161512	C1_01290C_A-T-p1	C1_01290C_A	Ortholog(s) have lipid droplet, peroxisome localization	orf19.3318	NA
C1_01300W_A	B9J08_002018	-0.014850925912736916	7.0044099542449025	0.9027625452601973	0.9843233518592481	C1_01300W_A-T-p1	C1_01300W_A	Putative thioredoxin, Spider biofilm repressed	orf19.3319	NA
C1_01320W_A	B9J08_002019	-0.0866555972906229	7.974775464511746	0.43861176083039666	0.8110815899363737	C1_01320W_A-T-p1	C1_01320W_A	Letm1 RBD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCG9]	orf19.3321	MRS7
C1_01330C_A	B9J08_002020	0.16360301237369917	7.017689042238826	0.12645950467937206	0.49462428152980714	C1_01330C_A-T-p1	C1_01330C_A	Deoxyuridine 5'-triphosphate nucleotidohydrolase [Source:UniProtKB/Swiss-Prot;Acc:P0CY19]	orf19.3322	DUT1
C1_01350C_A	B9J08_000996	0.1511181566409293	10.870702707617438	0.14478120327745425	0.525903676438731	C1_01350C_A-T-p1	C1_01350C_A	ATP-dependent RNA helicase eIF4A [Source:UniProtKB/Swiss-Prot;Acc:P87206]	orf19.3324	TIF
