protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
C1_02110C_A,CJI97_005618,PIS49439.1,1407387,1409072,HGT2,hypothetical protein,562,66.239,545,182,1,4,548,3,545,0,759,96.9750889679715,3644579
CR_02920C_A,CJI97_000946,PIS57892.1,2051783,2052643,AQY1,hypothetical protein,287,77.985,268,55,3,20,286,9,273,1.58E-140,395,93.0313588850174,3642587
C7_00870W_A,CJI97_004568,PIS49881.1,46018,47439,,guanine deaminase,474,31.892,555,287,10,2,473,8,554,9.28E-091,286,99.57805907173,3638054
C4_02360W_A,CJI97_001221,PIS55982.1,335523,338822,AMS1,hypothetical protein,1100,57.719,1166,415,19,1,1099,1,1155,0,1322,99.9090909090909,3637882
C1_02530C_A,CJI97_003036,PIS53368.1,1912240,1913955,DIP5,hypothetical protein,572,38.346,532,302,11,21,537,17,537,1.39E-109,338,90.3846153846154,3636798
CR_03450W_A,CJI97_002699,PIS53041.1,1210237,1211871,HXT5,hypothetical protein,545,61.808,542,190,4,15,541,19,558,0,632,96.697247706422,3643209
CR_02020C_A,CJI97_004850,PIS50160.1,675434,677763,OPT1,OPT family small oligopeptide transporter,776.666666666667,64.751,783,253,6,1,760,1,783,0,1049,97.8540772532189,3640150
CR_01630C_A,CJI97_001729,PIS56476.1,1429989,1433327,,hypothetical protein,1113,54.479,681,281,9,434,1112,1,654,0,749,61.0062893081761,3640085
C5_04440C_A,CJI97_004428,PIS50888.1,641852,642784,SFC1,succinate/fumarate mitochondrial transporter,311,77.703,296,66,0,2,297,3,298,7.17E-177,489,95.1768488745981,3636413
C1_03720C_A,CJI97_000686,PIS57640.1,1489691,1491289,,hypothetical protein,533,50.727,550,244,10,4,532,47,590,0,524,99.249530956848,3648216
C5_04490C_A,CJI97_004354,PIS50818.1,478048,479054,CAR1,arginase,335.666666666667,70.978,317,92,0,1,317,1,317,1.04E-177,492,94.4389275074479,3636503
C2_09220W_A,CJI97_005054,PIS48898.1,173756,174388,DDR48,hypothetical protein,211,55.738,183,49,12,47,210,43,212,6.48E-016,71.2,77.7251184834123,3644061
C2_09220W_A,CJI97_005054,PIS48898.1,173756,174388,DDR48,hypothetical protein,211,56.962,158,42,9,35,188,75,210,4.57E-016,71.6,72.9857819905213,3644061
C2_09220W_A,CJI97_005054,PIS48898.1,173756,174388,DDR48,hypothetical protein,211,54.31,116,36,8,103,209,22,129,0.000138,39.3,50.7109004739336,3644061
C2_08050C_A,CJI97_002009,PIS55311.1,520788,522809,SIT1,hypothetical protein,674,34.992,643,352,12,22,650,6,596,2.24E-124,380,93.3234421364985,3642307
C6_03470W_A,CJI97_004543,PIS51002.1,914465,915772,,hypothetical protein,436,45.062,324,177,1,109,431,295,618,5.47E-095,296,74.0825688073395,3640253
C4_00830W_A,CJI97_002141,PIS52496.1,29318,30187,SPS20,hypothetical protein,290,69.792,288,87,0,2,289,3,290,1.57E-149,418,99.3103448275862,3645739
C4_01070W_A,CJI97_002713,PIS53054.1,1244450,1246219,HGT17,hypothetical protein,590,60.568,563,209,4,1,558,15,569,0,708,94.5762711864407,3635687
C2_02970C_A,CJI97_003161,PIS53486.1,2134608,2136170,ALD5,hypothetical protein,521,66.329,493,163,3,27,518,5,495,0,686,94.4337811900192,3643026
C4_01940W_A,CJI97_001580,PIS56332.1,1116166,1117863,PHO89,hypothetical protein,566,60.637,597,200,4,1,562,1,597,0,729,99.2932862190813,3635633
C3_01960C_A,CJI97_003701,PIS54003.1,3282418,3284553,POX1-3,hypothetical protein,712,57.955,704,286,4,12,708,8,708,0,856,97.8932584269663,3636598
CR_01220W_A,CJI97_004308,PIS50777.1,371887,373416,,hypothetical protein,510,59.562,502,198,3,8,508,23,520,0,642,98.2352941176471,3640406
CR_10840C_A,CJI97_002680,PIS53022.1,1171777,1172865,XYL2,D-xylulose reductase,363,71.667,360,99,2,4,362,3,360,0,511,98.8980716253444,3638961
C3_00220W_A,CJI97_005108,PIS48947.1,281177,282427,HGT19,hypothetical protein,417,68.269,416,127,5,3,415,6,419,0,551,99.0407673860911,3640558
C3_01960C_A,CJI97_002401,PIS52750.1,591346,593472,POX1-3,hypothetical protein,709,62.751,698,251,3,18,708,14,709,0,928,97.4612129760226,3636598
C2_10350C_A,CJI97_004025,PIS54324.1,3985402,3987420,ACS1,acetyl-coenzyme A synthetase 1,673,78.529,680,133,3,1,672,1,675,0,1105,99.851411589896,3643941
C7_02260W_A,CJI97_001265,PIS56026.1,445001,445447,,hypothetical protein,149,35.659,129,78,4,6,131,11,137,3.75E-016,68.9,84.5637583892617,3637002
C3_01930W_A,CJI97_002402,PIS52751.1,594177,596291,PXP2,hypothetical protein,705,56.33,703,296,6,6,703,27,723,0,808,99.0070921985816,3636558
C6_04130C_A,CJI97_004175,PIS50650.1,40857,46271,ALS4,hypothetical protein,1805,37.443,1525,846,55,12,1482,11,1481,3.43E-133,459,81.4958448753463,3647972
C3_03800W_A,CJI97_003903,PIS54203.1,3707865,3709607,PTR22,hypothetical protein,581,60.237,591,209,7,1,580,1,576,0,709,99.8278829604131,3645634
C3_00220W_A,CJI97_005109,PIS48948.1,282511,283068,HGT19,hypothetical protein,186,72.678,183,48,1,1,183,450,630,4.28E-096,289,98.3870967741936,3640558
C3_00650W_A,CJI97_002921,PIS53259.1,1690007,1691566,NGT1,hypothetical protein,520,57.404,493,203,3,23,509,12,503,0,585,93.6538461538462,3640573
C3_03870C_A,CJI97_004110,PIS54407.1,4177150,4178751,SAP9,hypothetical protein,534,27.812,489,286,14,1,432,9,487,1.46E-045,166,80.8988764044944,3645625
C4_03540C_A,CJI97_004530,PIS50990.1,880193,881953,ECM38,gamma-glutamyltransferase,587,51.846,596,262,9,2,586,5,586,0,594,99.6592844974446,3645375
C4_00160C_A,CJI97_003590,PIS53897.1,3037136,3038428,CAR2,ornithine-oxo-acid transaminase,431,85.814,430,61,0,1,430,7,436,0,771,99.7679814385151,3645027
C4_07040W_A,CJI97_001240,PIS56001.1,393195,394919,,hypothetical protein,575,41.941,577,267,14,1,570,1,516,8.52E-146,429,99.1304347826087,3642963
C1_08900W_A,CJI97_003135,PIS53463.1,2091074,2092543,,hypothetical protein,490,52.688,465,202,2,31,477,61,525,1.04E-176,506,91.2244897959184,3634925
C2_07900W_A,CJI97_004256,PIS50729.1,260482,263667,GDH2,hypothetical protein,1062,76.393,1059,234,7,5,1061,10,1054,0,1646,99.5291902071563,3642295
C4_04030W_A,CJI97_004268,PIS50738.1,285884,287491,JEN2,hypothetical protein,536,55.067,523,213,4,5,520,6,513,0,583,96.2686567164179,3641214
C7_00290C_A,CJI97_001035,PIS57979.1,2257160,2258785,HGT13,hypothetical protein,542,50.096,523,244,5,9,523,27,540,1.48E-177,510,95.0184501845018,3638047
C1_02530C_A,CJI97_002626,PIS52970.1,1055215,1056942,DIP5,hypothetical protein,576,65.608,567,193,2,9,575,22,586,0,746,98.4375,3636798
C4_00120W_A,CJI97_001410,PIS56164.1,760726,761136,PGA7,hypothetical protein,137,55.652,115,49,1,19,133,18,130,8.19E-038,125,83.9416058394161,3645006
C1_04460C_A,CJI97_002394,PIS52743.1,575942,576754,,hypothetical protein,271,63.602,261,95,0,1,261,1,261,2.39E-129,365,96.309963099631,3646140
C7_02000C_A,CJI97_004919,PIS50228.1,851629,853287,,hypothetical protein,553,64.76,542,186,1,11,552,22,558,0,758,98.0108499095841,3636964
C2_09070C_A,CJI97_003956,PIS54255.1,3831170,3833536,,hypothetical protein,789,48.459,811,370,14,5,785,6,798,0,718,98.9860583016476,3644111
C4_00670W_A,CJI97_003602,PIS53908.1,3059425,3060234,TOK1,hypothetical protein,270,41.827,208,120,1,32,238,51,258,3.98E-046,162,76.6666666666667,3645754
CR_02220C_A,CJI97_004908,PIS50217.1,820036,822780,OPT3,OPT family small oligopeptide transporter,915,55.41,915,381,9,7,914,11,905,0,1049,99.2349726775956,3644918
CR_00150C_A,CJI97_001120,PIS55882.1,108365,109615,POT1,"3-ketoacyl-CoA thiolase B, peroxisomal",417,73.141,417,102,3,1,416,1,408,0,626,99.7601918465228,3639707
C5_04930C_A,CJI97_001613,PIS56365.1,1200709,1202448,MAL31,hypothetical protein,580,54.276,573,261,1,6,577,13,585,0,686,98.6206896551724,3636420
C7_02920W_A,CJI97_005146,PIS48985.1,360601,362313,,hypothetical protein,571,60.946,571,220,1,2,569,3,573,0,717,99.4746059544658,3641391
C3_00810C_A,CJI97_002903,PIS53241.1,1642596,1645319,FOX2,peroxisomal hydratase-dehydrogenase-epimerase,908,72.296,906,247,3,3,907,4,906,0,1330,99.6696035242291,3648327
C3_01820W_A,CJI97_002170,PIS52523.1,89257,91734,,hypothetical protein,826,37.907,860,490,17,6,822,5,863,0,559,98.910411622276,3636584
C2_08870C_A,CJI97_004111,PIS54408.1,4179375,4180544,PIR1,hypothetical protein,390,45.261,422,161,15,1,389,1,385,1.12E-086,266,99.7435897435898,3645801
C5_00660C_A,CJI97_001156,PIS55918.1,208069,209643,ERG11,lanosterol 14-alpha demethylase,525,70.189,530,150,3,1,524,1,528,0,802,99.8095238095238,3641571
CR_04420C_A,CJI97_002105,PIS55406.1,730150,730584,RBR2,hypothetical protein,145,47.959,98,51,0,3,100,5,102,2.22E-025,93.2,67.5862068965517,3640983
C1_02110C_A,CJI97_001794,PIS55101.1,41180,42822,HGT2,hypothetical protein,547.666666666667,62.684,544,182,4,3,526,1,543,0,702,95.6786366402922,3644579
C4_00670W_A,CJI97_003601,PIS53907.1,3058376,3059269,TOK1,hypothetical protein,298,39.735,151,91,0,1,151,343,493,6.44E-039,143,50.6711409395973,3645754
C1_05540C_A,CJI97_005175,PIS49013.1,422191,422901,,hypothetical protein,237,23.469,294,136,14,18,236,60,339,0.0000827,40.8,92.4050632911392,3642503
C6_00750C_A,CJI97_002521,PIS52869.1,839936,841186,PGK1,phosphoglycerate kinase,417,81.055,417,77,2,1,416,1,416,0,680,99.7601918465228,3647081
C4_05700W_A,CJI97_000957,PIS57903.1,2088085,2091171,ZCF5,hypothetical protein,1029,45.588,952,406,21,23,906,25,932,0,763,85.9086491739553,3641819
C2_04290W_A,CJI97_005632,PIS48199.1,3096,4236,RIM11,hypothetical protein,380.333333333333,72.43,214,57,2,88,300,197,409,9.68E-112,327,56.0035056967572,3648277
C3_01420C_A,CJI97_000180,PIS57154.1,412751,413140,,oleate-induced peroxisomal protein POX18,130,80.645,124,23,1,4,126,3,126,5.06E-066,194,94.6153846153846,3636634
C1_06940C_A,CJI97_003472,PIS53786.1,2769809,2773057,ATC1,hypothetical protein,1083,52.969,1061,450,15,28,1082,61,1078,0,1088,97.4145891043398,3639570
CR_07700W_A,CJI97_000581,PIS57538.1,1272490,1273692,,hypothetical protein,401,51.238,404,181,7,3,399,5,399,1.52E-138,399,99.002493765586,3648195
C3_05570W_A,CJI97_002716,PIS53057.1,1251117,1252781,QDR2,hypothetical protein,555,33.402,485,298,8,81,554,15,485,3.26E-095,297,85.4054054054054,3643661
C3_06870W_A,CJI97_003381,PIS53697.1,2595697,2596692,TDH3,glyceraldehyde-3-phosphate dehydrogenase,332,82.424,330,57,1,2,330,3,332,0,565,99.0963855421687,3638540
C5_04810W_A,CJI97_004371,PIS50834.1,516107,519046,PFK1,6-phosphofructokinase,980,60.04,991,362,8,3,974,8,983,0,1225,99.1836734693878,3636448
C3_04000C_A,CJI97_000446,PIS57408.1,972798,975389,CTN3,hypothetical protein,864,53.4,897,373,14,2,863,5,891,0,931,99.7685185185185,3647396
C4_06530C_A,CJI97_005044,PIS48888.1,147354,149072,XUT1,hypothetical protein,573,66.314,567,186,3,5,567,6,571,0,790,98.2547993019197,3642785
C1_08590C_A,CJI97_000262,PIS57232.1,575824,577308,ERG1,hypothetical protein,495,66.194,494,164,3,1,493,4,495,0,680,99.5959595959596,3646509
C5_04960W_A,CJI97_004367,PIS50830.1,509032,511020,,hypothetical protein,663,32.873,724,324,25,47,662,172,841,9.58E-084,279,92.9110105580694,3636423
C3_04180W_A,CJI97_000056,PIS57033.1,145727,146527,KRE9,hypothetical protein,267,42.754,276,142,5,1,266,1,270,2.79E-062,195,99.625468164794,3635183
C4_01100C_A,CJI97_002719,PIS53060.1,1265446,1267149,AGP2,hypothetical protein,568,64.727,567,194,3,6,567,3,568,0,758,98.943661971831,3635684
C5_02290W_A,CJI97_002094,PIS55395.1,715631,716686,PDE1,hypothetical protein,352,35.748,428,196,11,1,351,1,426,2.01E-070,224,99.7159090909091,3637713
C1_03830C_A,CJI97_005066,PIS48909.1,193553,194389,,hypothetical protein,279,38.264,311,153,7,6,277,18,328,5.51E-068,212,97.4910394265233,3644678
C1_03270W_A,CJI97_000641,PIS57597.1,1399857,1401397,,hypothetical protein,513.666666666667,42.778,360,181,10,1,349,1,346,7.64E-092,282,67.9428942245295,3636900
C2_05460W_A,CJI97_003705,PIS54007.1,3289089,3290603,CDC19,pyruvate kinase,505,84.921,504,76,0,1,504,1,504,0,908,99.8019801980198,3643438
C6_04590C_A,CJI97_003910,PIS54209.1,3728618,3729376,NAG1,glucosamine-6-phosphate isomerase,253,77.381,252,53,2,1,252,1,248,8.56E-146,405,99.604743083004,3645966
CR_05610C_A,CJI97_005198,PIS49034.1,477097,477627,SRR1,hypothetical protein,177,44.186,129,67,2,44,170,153,278,2.26E-030,110,71.7514124293785,3647589
C6_00150W_A,CJI97_000370,PIS57336.1,784829,785668,ARD,D-arabinitol 2-dehydrogenase [ribulose-forming],280,78.261,276,60,0,4,279,6,281,5.19E-173,477,98.5714285714286,3647906
C1_14130W_A,CJI97_003073,PIS53405.1,1982949,1984145,FTR1,hypothetical protein,399,71.279,383,107,2,1,383,1,380,0,580,95.9899749373434,3643318
C3_02140C_A,CJI97_005422,PIS49251.1,958352,959542,,hypothetical protein,397,67.085,398,123,4,3,393,6,402,0,514,98.4886649874055,3636656
C4_04840C_A,CJI97_001242,PIS56003.1,396981,398573,AGP3,hypothetical protein,531,68.966,493,148,2,37,528,13,501,0,675,92.6553672316384,3641163
C5_04470C_A,CJI97_004430,PIS50890.1,644988,645827,,hypothetical protein,280,44.141,256,132,3,1,253,1,248,1.35E-066,207,90.3571428571429,3636414
C3_00320W_A,CJI97_004441,PIS50901.1,670043,670801,RHR2,hypothetical protein,253,80.08,251,49,1,1,250,1,251,1.04E-152,423,98.8142292490119,3640522
CR_04510W_A,CJI97_002111,PIS55412.1,739753,741207,HXK2,hexokinase,485,74.636,481,122,0,1,481,1,481,0,751,99.1752577319588,3641015
C1_09130W_A,CJI97_001789,PIS55096.1,28137,29987,MNN47,hypothetical protein,617,38.393,672,302,14,41,611,38,698,3.11E-148,443,92.5445705024311,3634943
C4_00090W_A,CJI97_001097,PIS55862.1,56388,57874,PHR3,hypothetical protein,495.666666666667,58.95,419,168,3,1,416,1,418,0,521,83.9273705447209,3645003
CR_05750W_A,CJI97_002360,PIS52709.1,501875,502903,,hypothetical protein,343,55.942,345,141,5,4,342,3,342,7.15E-141,400,98.8338192419825,3646696
C2_03270W_A,CJI97_004438,PIS50898.1,661668,662414,GPM1,phosphoglycerate mutase,249,85.484,248,36,0,1,248,1,248,1.7E-147,410,99.5983935742972,3637431
C2_06350C_A,CJI97_005598,PIS49421.1,1354154,1355590,,4-hydroxyphenylpyruvate dioxygenase,479,43.595,484,197,6,61,475,1,477,2.01E-141,412,86.6388308977035,3646919
C1_03720C_A,CJI97_005057,PIS48901.1,179881,181479,,hypothetical protein,533,50.364,550,247,10,2,532,48,590,0,539,99.624765478424,3648216
C1_06570W_A,CJI97_003753,PIS54055.1,3374591,3375673,ANT1,hypothetical protein,361,70.149,335,89,3,1,334,1,325,5.81E-158,445,92.5207756232687,3639516
C2_10480W_A,CJI97_003540,PIS53851.1,2934671,2935702,MDH1-3,"malate dehydrogenase, NAD-dependent",344,73.699,346,84,4,1,343,1,342,1.96E-176,491,99.7093023255814,3641197
C7_04180W_A,CJI97_005015,PIS48859.1,85434,87674,FAA2-3,hypothetical protein,747,50.56,714,337,10,31,739,38,740,0,708,94.9129852744311,3643125
C4_00430W_A,CJI97_004574,PIS49887.1,59847,61367,MEP2,hypothetical protein,507,71.753,485,120,5,17,501,13,480,0,710,95.6607495069034,3645022
C2_02990C_A,CJI97_005050,PIS48894.1,161773,165687,HYU1,hypothetical protein,1305,72.971,1306,337,6,7,1304,6,1303,0,1987,99.4636015325671,3643024
C2_09590C_A,CJI97_004627,PIS49940.1,180499,181494,,hypothetical protein,332,68.935,338,98,1,1,331,1,338,2.43E-175,487,99.6987951807229,3643800
C1_11680C_A,CJI97_000987,PIS57932.1,2154617,2154874,,hypothetical protein,86,43.056,72,41,0,1,72,1,72,6.67E-016,63.9,83.7209302325581,30515056
C7_02920W_A,CJI97_004570,PIS49883.1,49553,51253,,hypothetical protein,567,45.167,569,268,9,10,554,18,566,5.6E-153,449,96.1199294532628,3641391
CR_01470W_A,CJI97_003574,PIS53881.1,3002806,3003885,CSP37,hypothetical protein,360,27.374,358,190,13,4,347,5,306,6.26E-020,87.4,95.5555555555556,3640098
CR_09920W_A,CJI97_001987,PIS55289.1,461115,462821,,hypothetical protein,569,50.642,545,261,5,28,566,29,571,0,539,94.7275922671353,3639028
C1_01630W_A,CJI97_002347,PIS52696.1,476510,477310,,hypothetical protein,267,76.106,226,53,1,1,226,1,225,6.66E-132,370,84.6441947565543,3640194
C1_01400C_A,CJI97_001020,PIS57964.1,2224425,2225963,,hypothetical protein,513,50.203,492,229,8,17,502,1,482,1.19E-160,463,94.7368421052632,3640237
C3_03120C_A,CJI97_000040,PIS57017.1,113223,114785,DAL5,hypothetical protein,521,58.09,513,210,4,9,520,17,525,0,620,98.2725527831094,3638401
C1_05300C_A,CJI97_003781,PIS54083.1,3426788,3429154,PRD1,hypothetical protein,789,57.37,692,290,3,96,786,15,702,0,806,87.5792141951838,3642471
C1_00210C_A,CJI97_000383,PIS57349.1,811950,813059,,hypothetical protein,370,51.105,362,162,5,4,352,13,372,9.01E-132,380,94.3243243243243,3639335
C7_00060C_A,CJI97_001260,PIS56021.1,437893,438597,,hypothetical protein,235,47.727,220,114,1,12,231,3,221,2.96E-076,228,93.6170212765958,3638013
CR_04470W_A,CJI97_002109,PIS55410.1,737223,738077,GPI2,hypothetical protein,285,49.635,274,128,3,8,280,33,297,2.14E-088,263,95.7894736842105,3641011
C6_03470W_A,CJI97_000014,PIS56991.1,47478,48824,,hypothetical protein,449,35.65,331,207,3,121,448,294,621,1.17E-067,225,73.0512249443207,3640253
C7_01800C_A,CJI97_005012,PIS48856.1,78298,81132,PFK2,6-phosphofructokinase,945,68.148,945,298,2,1,942,1,945,0,1355,99.6825396825397,3637056
C7_03860W_A,CJI97_004804,PIS50114.1,569336,570967,,hypothetical protein,544,69,500,138,5,1,493,1,490,0,691,90.625,3643144
CR_08860W_A,CJI97_000865,PIS57813.1,1881450,1882979,PDK2,hypothetical protein,510,71.705,516,134,5,1,509,1,511,0,749,99.8039215686275,3641876
C5_03690W_A,CJI97_005580,PIS49403.1,1312939,1314180,,hypothetical protein,414,41.626,406,228,5,8,413,9,405,1.19E-109,327,98.0676328502416,3646989
C6_02020C_A,CJI97_003758,PIS54060.1,3383020,3384306,,hypothetical protein,429,34.468,470,235,18,3,427,4,445,4.2E-047,166,99.0675990675991,3647563
C1_11850W_A,CJI97_001371,PIS56127.1,679887,681206,,hypothetical protein,440,37.983,466,239,15,19,439,19,479,4.53E-075,241,95.6818181818182,3642010
CR_00050W_A,CJI97_002667,PIS53010.1,1137063,1138346,INO2,hypothetical protein,428,34.719,409,182,12,39,425,31,376,1.7E-055,186,90.4205607476635,3639674
C4_06510C_A,CJI97_001557,PIS56309.1,1071329,1072213,CSO99,hypothetical protein,295,58.576,309,103,5,11,294,22,330,4.51E-127,363,96.271186440678,3642786
C1_10290W_A,CJI97_004008,PIS54307.1,3946474,3949506,GCA1,hypothetical protein,1011,60.103,975,334,5,38,1009,24,946,0,1207,96.1424332344214,3634903
C3_07440W_A,CJI97_002536,PIS52884.1,864558,865304,TPI1,triosephosphate isomerase,249,76.613,248,58,0,1,248,1,248,6.76E-146,405,99.5983935742972,3638482
C1_04770C_A,CJI97_003811,PIS54113.1,3496453,3497544,ERG3,hypothetical protein,364,67.102,383,104,3,1,361,1,383,0,531,99.1758241758242,3644776
C1_12100C_A,CJI97_002385,PIS52734.1,554636,556912,PXA2,hypothetical protein,759,66.817,663,203,6,6,663,7,657,0,880,86.6930171277997,3642055
